combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,status
38,43,43,2026-03-30 05:05:00+00:00,open,BTC-30MAR26-68500-C,sell,19.6,1e-04,0.00196,0.000204232,67550.33,132.39864,13.7959385,110474.766,,0
38,43,43,2026-03-30 05:05:00+00:00,open,BTC-30MAR26-66500-P,sell,19.6,0.0002,0.00392,0.000408464,67550.33,264.79727,27.591877,110711.97,,0
38,44,43,2026-03-30 08:00:00+00:00,close,BTC-30MAR26-68500-C,buy,19.6,0.0,-0.0,0.0,67613.47,-0.0,0.0,110711.97,expiry,0
38,44,43,2026-03-30 08:00:00+00:00,close,BTC-30MAR26-66500-P,buy,19.6,0.0,-0.0,0.0,67613.47,-0.0,0.0,110711.97,expiry,0
38,45,45,2026-04-06 05:35:00+00:00,open,BTC-6APR26-70000-C,sell,19.2,1e-04,0.00192,0.000200064,69209.81,132.88284,13.846392,110831.01,,0
38,45,45,2026-04-06 05:35:00+00:00,open,BTC-6APR26-68500-P,sell,19.2,1e-04,0.00192,0.000200064,69209.81,132.88284,13.846392,110950.05,,0
38,46,45,2026-04-06 08:00:00+00:00,close,BTC-6APR26-70000-C,buy,19.2,0.0,-0.0,0.0,69099.23,-0.0,0.0,110950.05,expiry,0
38,46,45,2026-04-06 08:00:00+00:00,close,BTC-6APR26-68500-P,buy,19.2,0.0,-0.0,0.0,69099.23,-0.0,0.0,110950.05,expiry,0
38,47,47,2026-04-13 05:00:00+00:00,open,BTC-13APR26-72000-C,sell,18.8,1e-04,0.00188,0.00019589599,70902.85,133.29736,13.889585,111069.45,,0
38,47,47,2026-04-13 05:00:00+00:00,open,BTC-13APR26-70000-P,sell,18.8,0.0002,0.00376,0.00039179198,70902.85,266.59473,27.77917,111308.266,,0
38,48,47,2026-04-13 08:00:00+00:00,close,BTC-13APR26-72000-C,buy,18.8,0.0,-0.0,0.0,70835.29,-0.0,0.0,111308.266,expiry,0
38,48,47,2026-04-13 08:00:00+00:00,close,BTC-13APR26-70000-P,buy,18.8,0.0,-0.0,0.0,70835.29,-0.0,0.0,111308.266,expiry,0
38,49,49,2026-04-20 05:00:00+00:00,open,BTC-20APR26-75500-C,sell,17.9,0.0002,0.00358,0.000373036,74590.57,267.03424,27.824966,111547.48,,0
38,49,49,2026-04-20 05:00:00+00:00,open,BTC-20APR26-73500-P,sell,17.9,0.0002,0.00358,0.000373036,74590.57,267.03424,27.824966,111786.69,,0
38,50,49,2026-04-20 08:00:00+00:00,close,BTC-20APR26-75500-C,buy,17.9,0.0,-0.0,0.0,74853.65,-0.0,0.0,111786.69,expiry,0
38,50,49,2026-04-20 08:00:00+00:00,close,BTC-20APR26-73500-P,buy,17.9,0.0,-0.0,0.0,74853.65,-0.0,0.0,111786.69,expiry,0
38,51,51,2026-04-27 05:15:00+00:00,open,BTC-27APR26-79500-C,sell,17.0,0.0002,0.0033999998,0.00035428,78677.14,267.50226,27.873737,112026.31,,0
38,51,51,2026-04-27 05:15:00+00:00,open,BTC-27APR26-77500-P,sell,17.0,0.0002,0.0033999998,0.00035428,78677.14,267.50226,27.873737,112265.945,,0
38,52,51,2026-04-27 08:00:00+00:00,close,BTC-27APR26-79500-C,buy,17.0,0.0,-0.0,0.0,77624.18,-0.0,0.0,112265.945,expiry,0
38,52,51,2026-04-27 08:00:00+00:00,close,BTC-27APR26-77500-P,buy,17.0,0.0,-0.0,0.0,77624.18,-0.0,0.0,112265.945,expiry,0
38,53,53,2026-05-04 05:15:00+00:00,open,BTC-4MAY26-81000-C,sell,16.8,1e-04,0.00168,0.00017505599,80138.98,134.63348,14.028809,112386.55,,0
38,53,53,2026-05-04 05:15:00+00:00,open,BTC-4MAY26-79000-P,sell,16.8,1e-04,0.00168,0.00017505599,80138.98,134.63348,14.028809,112507.16,,0
38,54,53,2026-05-04 08:00:00+00:00,close,BTC-4MAY26-81000-C,buy,16.8,0.0,-0.0,0.0,79689.3,-0.0,0.0,112507.16,expiry,0
38,54,53,2026-05-04 08:00:00+00:00,close,BTC-4MAY26-79000-P,buy,16.8,0.0,-0.0,0.0,79689.3,-0.0,0.0,112507.16,expiry,0
38,55,55,2026-05-18 05:25:00+00:00,open,BTC-18MAY26-78000-C,sell,17.5,1e-04,0.0017499999,0.00018234999,76964.0,134.687,14.034385,112627.805,,0
38,55,55,2026-05-18 05:25:00+00:00,open,BTC-18MAY26-76000-P,sell,17.5,1e-04,0.0017499999,0.00018234999,76964.0,134.687,14.034385,112748.46,,0
38,56,55,2026-05-18 08:00:00+00:00,close,BTC-18MAY26-78000-C,buy,17.5,0.0,-0.0,0.0,77046.0,-0.0,0.0,112748.46,expiry,0
38,56,55,2026-05-18 08:00:00+00:00,close,BTC-18MAY26-76000-P,buy,17.5,0.0,-0.0,0.0,77046.0,-0.0,0.0,112748.46,expiry,0
38,57,57,2026-06-01 05:30:00+00:00,open,BTC-1JUN26-74000-C,sell,18.5,0.0002,0.0037,0.00038553998,73267.0,271.0879,28.247358,112991.3,,0
38,57,57,2026-06-01 05:30:00+00:00,open,BTC-1JUN26-72500-P,sell,18.5,0.0002,0.0037,0.00038553998,73267.0,271.0879,28.247358,113234.14,,0
38,58,57,2026-06-01 08:00:00+00:00,close,BTC-1JUN26-74000-C,buy,18.5,0.0,-0.0,0.0,72720.0,-0.0,0.0,113234.14,expiry,0
38,58,57,2026-06-01 08:00:00+00:00,close,BTC-1JUN26-72500-P,buy,18.5,0.0,-0.0,0.0,72720.0,-0.0,0.0,113234.14,expiry,0
38,59,59,2026-06-08 05:00:00+00:00,open,BTC-8JUN26-63500-C,sell,21.7,1e-04,0.00217,0.00022611399,62740.5,136.14688,14.186505,113356.1,,0
38,59,59,2026-06-08 05:00:00+00:00,open,BTC-8JUN26-61500-P,sell,21.7,0.0002,0.00434,0.00045222798,62740.5,272.29376,28.37301,113600.02,,0
38,60,59,2026-06-08 08:00:00+00:00,close,BTC-8JUN26-63500-C,buy,21.7,0.0,-0.0,0.0,63172.5,-0.0,0.0,113600.02,expiry,0
38,60,59,2026-06-08 08:00:00+00:00,close,BTC-8JUN26-61500-P,buy,21.7,0.0,-0.0,0.0,63172.5,-0.0,0.0,113600.02,expiry,0
